"energy-check-pressure-inlet-rfile"
"Iteration" "energy-check-pressure-inlet"
27176 500000.0000000002
27177 499999.9999999999
27178 500000.0000000001
27179 500000.0000000002
27180 499999.9999999997
27181 499999.9999999998
27182 499999.9999999999
27183 500000.0000000003
27184 499999.9999999996
27185 499999.9999999998
27186 500000.0000000001
27187 500000.0000000001
27188 499999.9999999999
27189 500000.0000000002
27190 499999.9999999998
27191 500000.0000000001
27192 500000.0000000002
27193 499999.9999999998
27194 500000
27195 500000.0000000001
27196 500000.0000000001
27197 499999.9999999998
27198 499999.9999999998
27199 500000.0000000002
27200 499999.9999999998
27201 500000.0000000002
27202 500000.0000000003
27203 499999.9999999999
27204 500000.0000000001
27205 500000
27206 499999.9999999999
27207 500000.0000000001
27208 500000
27209 499999.9999999999
27210 500000.0000000001
27211 500000.0000000002
27212 500000.0000000002
27213 500000.0000000002
27214 499999.9999999995
27215 500000.0000000002
27216 499999.9999999999
27217 500000.0000000001
27218 500000.0000000001
27219 500000
27220 500000.0000000001
27221 499999.9999999999
27222 499999.9999999999
27223 499999.9999999999
27224 500000.0000000001
27225 499999.9999999999
27226 499999.9999999999
27227 499999.9999999998
27228 500000.0000000002
27229 499999.9999999996
27230 499999.9999999998
27231 500000.0000000004
27232 500000.0000000002
27233 499999.9999999998
27234 500000.0000000001
27235 499999.9999999999
27236 500000.0000000001
27237 499999.9999999999
27238 499999.9999999999
27239 500000.0000000002
27240 499999.9999999999
27241 499999.9999999997
27242 500000.0000000001
27243 499999.9999999999
27244 499999.9999999999
27245 500000.0000000002
27246 499999.9999999999
27247 499999.9999999997
27248 499999.9999999999
27249 500000.0000000001
27250 500000.0000000003
27251 500000.0000000003
27252 499999.9999999999
27253 499999.9999999996
27254 499999.9999999999
27255 499999.9999999999
27256 499999.9999999998
27257 499999.9999999999
27258 499999.9999999998
27259 500000.0000000005
27260 499999.9999999997
27261 499999.9999999998
27262 499999.9999999995
27263 499999.9999999998
27264 499999.9999999998
27265 500000.0000000003
27266 500000.0000000001
27267 500000.0000000001
27268 499999.9999999997
27269 500000.0000000002
27270 499999.9999999999
27271 499999.9999999999
27272 499999.9999999999
27273 499999.9999999998
27274 500000
27275 499999.9999999999
27276 500000.0000000002
27277 500000
27278 499999.9999999998
27279 500000
27280 499999.9999999999
27281 500000.0000000002
27282 500000.0000000001
27283 500000.0000000006
27284 500000.0000000002
27285 499999.9999999998
27286 499999.9999999995
27287 500000.0000000001
27288 499999.9999999998
27289 500000
27290 499999.9999999998
27291 499999.9999999998
27292 499999.9999999999
27293 499999.9999999997
27294 499999.9999999999
27295 499999.9999999998
27296 500000.0000000001
27297 499999.9999999998
27298 499999.9999999999
27299 500000
27300 500000.0000000001
27301 500000.0000000002
27302 499999.9999999998
27303 499999.9999999998
27304 499999.9999999998
27305 500000.0000000001
27306 499999.9999999999
27307 500000
27308 500000.0000000002
27309 499999.9999999999
27310 500000.0000000002
27311 499999.9999999998
27312 500000.0000000001
27313 499999.9999999999
27314 500000.0000000001
27315 499999.9999999999
27316 500000
27317 500000
27318 500000.0000000002
27319 500000
27320 500000
27321 500000.0000000001
27322 499999.9999999999
27323 500000.0000000001
27324 500000.0000000001
27325 500000.0000000004
27326 499999.9999999999
27327 499999.9999999999
27328 500000
27329 500000.0000000001
27330 499999.9999999998
27331 499999.9999999999
27332 500000.0000000001
27333 499999.9999999997
27334 499999.9999999998
27335 500000.0000000006
27336 500000.0000000001
27337 499999.9999999999
27338 500000.0000000002
27339 500000.0000000006
27340 500000.0000000001
27341 500000
27342 499999.9999999995
27343 499999.9999999999
27344 499999.9999999997
27345 499999.9999999998
27346 500000.0000000002
27347 499999.9999999999
27348 500000.0000000002
27349 500000.0000000001
27350 500000.0000000001
27351 500000
27352 499999.9999999999
27353 500000
27354 499999.9999999997
27355 499999.9999999998
27356 499999.9999999999
27357 499999.9999999998
27358 499999.9999999998
27359 499999.9999999999
27360 500000.0000000003
27361 499999.9999999999
27362 500000
27363 499999.9999999999
27364 500000
27365 499999.9999999997
27366 500000
27367 500000.0000000003
27368 499999.9999999998
27369 500000.0000000002
27370 499999.9999999999
27371 499999.9999999999
27372 500000.0000000001
27373 500000.0000000002
27374 500000.0000000001
27375 500000.0000000001
27376 500000.0000000004
27377 500000.0000000001
27378 499999.9999999998
27379 500000.0000000001
27380 500000.0000000002
27381 500000.0000000001
27382 500000.0000000003
27383 499999.9999999999
27384 500000.0000000003
27385 500000.0000000002
27386 499999.9999999997
27387 500000
27388 500000
27389 500000.0000000002
27390 500000.0000000002
27391 499999.9999999998
27392 499999.9999999998
27393 500000.0000000003
27394 499999.9999999997
27395 499999.9999999998
27396 500000
27397 499999.9999999997
27398 500000
27399 499999.9999999999
27400 499999.9999999999
27401 499999.9999999996
27402 499999.9999999999
27403 499999.9999999998
27404 499999.9999999999
27405 499999.9999999998
27406 500000.0000000003
27407 499999.9999999999
27408 499999.9999999998
27409 500000.0000000003
27410 499999.9999999999
27411 500000.0000000003
27412 500000
27413 500000.0000000001
27414 500000.0000000001
27415 500000.0000000001
27416 499999.9999999999
27417 500000.0000000001
27418 500000
27419 499999.9999999999
27420 500000.0000000004
27421 499999.9999999998
27422 500000.0000000003
27423 499999.9999999999
27424 500000.0000000001
27425 499999.9999999999
27426 499999.9999999998
27427 499999.9999999998
27428 500000.0000000002
27429 500000.0000000003
27430 499999.9999999999
27431 499999.9999999998
27432 500000.0000000002
27433 499999.9999999999
27434 499999.9999999998
27435 499999.9999999999
27436 499999.9999999998
27437 500000.0000000005
27438 500000.0000000001
27439 500000.0000000001
27440 499999.9999999999
27441 500000.0000000002
27442 500000.0000000001
27443 500000.0000000001
27444 500000.0000000001
27445 499999.9999999999
27446 499999.9999999999
27447 500000
27448 500000
27449 500000.0000000001
27450 499999.9999999998
27451 500000.0000000001
27452 499999.9999999997
27453 500000.0000000002
27454 499999.9999999999
27455 500000.0000000001
27456 500000.0000000005
27457 500000.0000000001
27458 500000.0000000002
27459 500000.0000000001
27460 500000.0000000002
27461 500000.0000000004
27462 499999.9999999999
27463 500000.0000000004
27464 500000.0000000001
27465 500000
27466 499999.9999999998
27467 500000.0000000001
27468 500000.0000000001
27469 500000.0000000005
27470 500000.0000000001
27471 500000
27472 500000.0000000001
27473 499999.9999999998
27474 500000
27475 499999.9999999998
27476 500000.0000000002
27477 500000
27478 499999.9999999999
27479 499999.9999999998
27480 500000.0000000001
27481 499999.9999999999
27482 499999.9999999999
27483 499999.9999999998
27484 500000.0000000001
27485 499999.9999999997
27486 500000.0000000002
27487 500000.0000000002
27488 500000
27489 499999.9999999998
27490 499999.9999999999
27491 499999.9999999999
27492 500000.0000000001
27493 499999.9999999999
27494 500000.0000000002
27495 500000.0000000003
27496 500000.0000000005
27497 500000.0000000001
27498 499999.9999999995
27499 500000.0000000002
27500 499999.9999999996
27501 500000
27502 500000.0000000001
27503 499999.9999999998
27504 500000
27505 499999.9999999997
27506 499999.9999999999
27507 500000.0000000001
27508 499999.9999999995
27509 499999.9999999998
27510 499999.9999999997
27511 500000.0000000001
27512 500000
27513 499999.9999999999
27514 499999.9999999998
27515 500000
27516 499999.9999999999
27517 499999.9999999999
27518 499999.9999999997
27519 500000.0000000001
27520 500000.0000000003
27521 499999.9999999999
27522 499999.9999999997
27523 500000.0000000002
27524 500000
27525 500000.0000000001
27526 500000.0000000004
27527 500000.0000000001
27528 499999.9999999999
27529 500000.0000000003
27530 500000.0000000001
27531 500000.0000000001
27532 499999.9999999999
27533 500000.0000000003
27534 499999.9999999998
27535 500000
27536 500000.0000000001
27537 500000.0000000001
27538 499999.9999999997
27539 500000.0000000002
27540 500000.0000000001
27541 500000.0000000004
27542 499999.9999999999
27543 499999.9999999999
27544 499999.9999999998
27545 499999.9999999995
27546 500000.0000000004
27547 499999.9999999995
27548 500000.0000000003
27549 500000.0000000003
27550 499999.9999999999
27551 499999.9999999999
27552 500000
27553 500000.0000000002
27554 500000
27555 499999.9999999997
27556 500000.0000000002
27557 500000
27558 499999.9999999999
27559 500000
27560 500000.0000000005
27561 500000.0000000002
27562 500000.0000000002
27563 500000.0000000001
27564 499999.9999999999
27565 500000.0000000001
27566 500000.0000000001
27567 499999.9999999999
27568 499999.9999999998
27569 500000.0000000003
27570 500000.0000000002
27571 499999.9999999997
27572 499999.9999999999
27573 500000
27574 500000.0000000001
27575 500000.0000000004
27576 500000.0000000002
27577 499999.9999999999
27578 499999.9999999998
27579 499999.9999999999
27580 500000.0000000002
27581 500000.0000000002
27582 500000.0000000001
27583 500000
27584 499999.9999999998
27585 500000
27586 500000.0000000001
27587 500000.0000000006
27588 499999.9999999997
27589 499999.9999999998
27590 500000.0000000001
27591 500000.0000000002
27592 500000.0000000001
27593 500000.0000000002
27594 499999.9999999999
27595 499999.9999999999
27596 500000.0000000002
27597 500000
27598 500000
27599 500000
27600 499999.9999999995
27601 499999.9999999998
27602 499999.9999999999
27603 499999.9999999999
27604 499999.9999999999
27605 500000.0000000001
27606 500000.0000000001
27607 500000.0000000001
27608 500000.0000000002
27609 499999.9999999999
27610 500000.0000000001
27611 499999.9999999998
27612 499999.9999999999
27613 499999.9999999998
27614 500000.0000000002
27615 500000.0000000003
27616 499999.9999999996
27617 499999.9999999999
27618 499999.9999999999
27619 500000.0000000002
27620 500000.0000000001
27621 499999.9999999998
27622 499999.9999999997
27623 499999.9999999998
27624 500000.0000000002
27625 499999.9999999997
27626 499999.9999999997
27627 500000.0000000004
27628 500000.0000000002
27629 500000
27630 499999.9999999996
27631 500000.0000000002
27632 500000.0000000004
27633 500000.0000000001
27634 499999.9999999997
27635 499999.9999999999
27636 499999.9999999998
27637 500000.0000000003
27638 500000.0000000001
27639 500000.0000000002
27640 500000.0000000003
27641 500000.0000000005
27642 499999.9999999999
27643 499999.9999999999
27644 499999.9999999999
27645 499999.9999999999
27646 499999.9999999998
27647 499999.9999999999
27648 499999.9999999999
27649 499999.9999999999
27650 499999.9999999998
27651 499999.9999999999
27652 499999.9999999999
27653 500000.0000000002
27654 499999.9999999997
27655 499999.9999999996
27656 500000.0000000001
27657 499999.9999999999
27658 500000.0000000002
27659 499999.9999999997
27660 500000.0000000003
27661 499999.9999999998
27662 499999.9999999998
27663 499999.9999999997
27664 499999.9999999999
27665 499999.9999999998
27666 499999.9999999997
27667 499999.9999999998
27668 500000.0000000001
27669 499999.9999999999
27670 500000.0000000001
27671 499999.9999999997
27672 500000.0000000001
27673 499999.9999999998
27674 499999.9999999998
27675 500000.0000000004
27676 500000.0000000004
27677 499999.9999999997
27678 499999.9999999998
27679 499999.9999999997
27680 500000.0000000002
27681 500000.0000000001
27682 500000.0000000002
27683 499999.9999999999
27684 500000.0000000002
27685 499999.9999999998
27686 500000.0000000005
27687 500000.0000000002
27688 500000.0000000002
27689 499999.9999999999
27690 500000.0000000001
27691 499999.9999999998
27692 500000.0000000002
27693 500000
27694 499999.9999999997
27695 499999.9999999998
27696 499999.9999999998
27697 500000.0000000002
27698 499999.9999999999
27699 500000.0000000002
27700 500000.0000000001
27701 500000.0000000002
27702 499999.9999999999
27703 499999.9999999998
27704 500000.0000000001
27705 500000
27706 499999.9999999999
27707 499999.9999999999
27708 499999.9999999999
27709 500000.0000000004
27710 499999.9999999998
27711 499999.9999999997
27712 499999.9999999999
27713 499999.9999999997
27714 499999.9999999999
27715 499999.9999999996
27716 500000.0000000001
27717 500000.0000000001
27718 500000
27719 499999.9999999999
27720 499999.9999999996
27721 499999.9999999997
27722 499999.9999999998
27723 500000.0000000003
27724 500000.0000000003
27725 500000.0000000001
27726 499999.9999999998
27727 499999.9999999997
27728 500000.0000000001
27729 499999.9999999998
27730 500000.0000000001
27731 499999.9999999999
27732 500000.0000000001
27733 499999.9999999997
27734 499999.9999999999
27735 500000
27736 499999.9999999997
27737 500000.0000000001
27738 500000
27739 500000
27740 500000.0000000001
27741 499999.9999999998
27742 500000.0000000001
27743 500000.0000000001
27744 500000.0000000002
27745 500000
27746 500000
27747 500000.0000000001
27748 500000.0000000001
27749 499999.9999999998
27750 500000
27751 500000.0000000001
27752 499999.9999999998
27753 499999.9999999998
27754 499999.9999999999
27755 499999.9999999999
27756 499999.9999999999
27757 500000.0000000001
27758 500000
27759 500000.0000000004
27760 499999.9999999999
27761 499999.9999999999
27762 500000.0000000001
27763 499999.9999999999
27764 500000.0000000003
27765 500000.0000000001
27766 499999.9999999999
27767 500000.0000000001
27768 500000.0000000001
27769 500000.0000000002
27770 500000.0000000001
27771 500000.0000000003
27772 500000.0000000002
27773 499999.9999999999
27774 500000.0000000003
27775 500000.0000000001
27776 499999.9999999999
27777 500000.0000000001
27778 499999.9999999998
27779 500000.0000000001
27780 500000.0000000001
27781 499999.9999999999
27782 500000.0000000002
27783 499999.9999999997
27784 500000.0000000002
27785 499999.9999999999
27786 499999.9999999999
27787 500000.0000000003
27788 500000.0000000003
27789 499999.9999999998
27790 500000.0000000001
27791 500000
27792 499999.9999999998
27793 499999.9999999999
27794 499999.9999999999
27795 500000.0000000002
27796 500000.0000000002
27797 500000.0000000005
27798 500000
27799 500000
27800 499999.9999999999
27801 499999.9999999999
27802 500000.0000000001
27803 500000.0000000001
27804 500000.0000000004
27805 499999.9999999999
27806 499999.9999999999
27807 499999.9999999999
27808 499999.9999999999
27809 499999.9999999997
27810 500000.0000000001
27811 499999.9999999997
27812 499999.9999999994
27813 500000.0000000001
27814 500000.0000000003
27815 500000.0000000001
27816 500000
27817 500000.0000000002
27818 499999.9999999998
27819 499999.9999999997
27820 499999.9999999999
27821 499999.9999999997
27822 500000
27823 499999.9999999997
27824 500000.0000000002
27825 500000.0000000001
27826 500000.0000000001
27827 500000
27828 499999.9999999999
27829 499999.9999999997
27830 499999.9999999999
27831 499999.9999999999
27832 500000.0000000001
27833 499999.9999999998
27834 500000.0000000002
27835 500000.0000000003
27836 500000.0000000001
27837 499999.9999999997
27838 499999.9999999999
27839 499999.9999999997
27840 500000.0000000003
27841 499999.9999999998
27842 500000.0000000001
27843 499999.9999999999
27844 500000.0000000001
27845 500000.0000000002
27846 499999.9999999996
27847 500000.0000000001
27848 500000.0000000002
27849 499999.9999999997
27850 500000.0000000001
27851 500000.0000000002
27852 500000.0000000001
27853 499999.9999999997
27854 500000.0000000008
27855 500000.0000000003
27856 500000.0000000002
27857 499999.9999999998
27858 500000
27859 499999.9999999997
27860 499999.9999999998
27861 499999.9999999999
27862 500000.0000000001
27863 499999.9999999999
27864 500000.0000000002
27865 500000.0000000003
27866 500000.0000000001
27867 499999.9999999998
27868 500000.0000000002
27869 499999.9999999997
27870 499999.9999999996
27871 499999.9999999999
27872 500000.0000000003
27873 499999.9999999998
27874 500000.0000000005
27875 500000
27876 500000.0000000001
27877 500000.0000000001
27878 499999.9999999998
27879 500000.0000000004
27880 499999.9999999999
27881 500000.0000000002
27882 499999.9999999995
27883 500000.0000000001
27884 499999.9999999998
27885 499999.9999999999
27886 500000.0000000005
27887 500000.0000000002
27888 499999.9999999999
27889 500000.0000000003
27890 500000.0000000002
27891 500000.0000000001
27892 499999.9999999999
27893 499999.9999999998
27894 500000.0000000001
27895 499999.9999999997
27896 499999.9999999999
27897 500000.0000000002
27898 500000.0000000001
27899 499999.9999999998
27900 499999.9999999998
27901 500000.0000000003
27902 499999.9999999999
27903 500000.0000000002
27904 499999.9999999997
27905 499999.9999999995
27906 499999.9999999999
27907 500000
27908 499999.9999999999
27909 499999.9999999999
27910 500000.0000000002
27911 499999.9999999999
27912 500000.0000000003
27913 500000.0000000001
27914 500000.0000000002
27915 499999.9999999999
27916 499999.9999999999
27917 500000.0000000001
27918 500000
27919 499999.9999999998
27920 500000.0000000004
27921 500000.0000000002
27922 499999.9999999997
27923 500000.0000000002
27924 500000
27925 500000
27926 499999.9999999998
27927 499999.9999999999
27928 500000.0000000001
27929 500000.0000000002
27930 500000.0000000003
27931 499999.9999999997
27932 499999.9999999999
27933 500000.0000000002
27934 499999.9999999997
27935 499999.9999999999
27936 500000
27937 500000.0000000002
27938 499999.9999999998
27939 500000.0000000001
27940 500000.0000000001
27941 499999.9999999999
27942 499999.9999999997
27943 499999.9999999999
27944 499999.9999999999
27945 499999.9999999998
27946 499999.9999999999
27947 499999.9999999997
27948 500000.0000000002
27949 500000.0000000001
27950 500000.0000000001
27951 499999.9999999996
27952 499999.9999999999
27953 499999.9999999999
27954 500000.0000000003
27955 500000.0000000002
27956 500000.0000000002
27957 500000.0000000001
27958 500000.0000000001
27959 499999.9999999998
27960 500000.0000000003
27961 499999.9999999999
27962 499999.9999999996
27963 500000.0000000002
27964 499999.9999999999
27965 500000.0000000001
27966 500000.0000000003
27967 499999.9999999998
27968 499999.9999999999
27969 499999.9999999999
27970 500000.0000000006
27971 500000.0000000001
27972 499999.9999999999
27973 500000.0000000002
27974 500000.0000000006
27975 500000
27976 499999.9999999998
27977 500000.0000000001
27978 500000.0000000001
27979 499999.9999999995
27980 500000.0000000001
27981 499999.9999999998
27982 500000.0000000001
27983 499999.9999999999
27984 499999.9999999995
27985 499999.9999999999
27986 500000.0000000002
27987 499999.9999999999
27988 500000.0000000001
27989 499999.9999999998
27990 499999.9999999999
27991 500000.0000000001
27992 499999.9999999998
27993 499999.9999999997
27994 500000.0000000002
27995 500000.0000000001
27996 500000.0000000003
27997 499999.9999999999
27998 500000.0000000005
27999 500000.0000000001
28000 499999.9999999999
28001 499999.9999999998
28002 499999.9999999994
28003 500000.0000000002
28004 500000.0000000002
28005 500000.0000000002
28006 499999.9999999999
28007 499999.9999999998
28008 499999.9999999998
28009 499999.9999999997
28010 499999.9999999998
28011 500000.0000000005
28012 500000.0000000002
28013 499999.9999999997
28014 500000
28015 499999.9999999999
28016 499999.9999999998
28017 500000.0000000002
28018 500000.0000000001
28019 500000.0000000007
28020 500000.0000000001
28021 499999.9999999999
28022 500000.0000000001
28023 500000.0000000002
28024 500000.0000000001
28025 499999.9999999999
28026 500000
28027 499999.9999999999
28028 500000.0000000002
28029 500000.0000000003
28030 499999.9999999998
28031 499999.9999999997
28032 499999.9999999999
28033 499999.9999999999
28034 499999.9999999999
28035 499999.9999999999
28036 500000.0000000001
28037 499999.9999999997
28038 500000.0000000002
28039 500000.0000000001
28040 500000.0000000003
28041 499999.9999999998
28042 500000
28043 499999.9999999998
28044 499999.9999999998
28045 499999.9999999999
28046 500000.0000000001
28047 500000
28048 499999.9999999999
28049 499999.9999999998
28050 500000.0000000001
28051 499999.9999999999
28052 500000.0000000005
28053 499999.9999999998
28054 500000.0000000005
28055 499999.9999999999
28056 499999.9999999999
28057 499999.9999999997
28058 499999.9999999997
28059 499999.9999999998
28060 500000.0000000002
28061 499999.9999999997
28062 499999.9999999996
28063 499999.9999999999
28064 499999.9999999997
28065 499999.9999999997
28066 500000
28067 499999.9999999999
28068 499999.9999999995
28069 499999.9999999999
28070 499999.9999999998
28071 499999.9999999997
28072 499999.9999999997
28073 500000
28074 500000.0000000003
28075 499999.9999999999
28076 499999.9999999999
28077 499999.9999999997
28078 500000.0000000001
28079 499999.9999999999
28080 499999.9999999998
28081 499999.9999999999
28082 499999.9999999998
28083 500000.0000000001
28084 499999.9999999996
28085 500000.0000000002
28086 499999.9999999998
28087 499999.9999999998
28088 500000.0000000003
28089 500000
28090 499999.9999999998
28091 500000.0000000001
28092 499999.9999999998
28093 500000.0000000006
28094 500000.0000000002
28095 500000
28096 499999.9999999995
28097 500000.0000000001
28098 499999.9999999997
28099 500000.0000000002
28100 499999.9999999998
28101 499999.9999999997
28102 500000.0000000002
28103 499999.9999999999
28104 499999.9999999999
28105 499999.9999999999
28106 499999.9999999997
28107 500000.0000000002
28108 499999.9999999997
28109 500000.0000000001
28110 499999.9999999998
28111 500000
28112 499999.9999999998
28113 500000.0000000001
28114 500000.0000000002
28115 500000.0000000001
28116 500000.0000000001
28117 500000.0000000001
28118 500000.0000000001
28119 500000.0000000002
28120 500000.0000000002
28121 500000.0000000002
28122 499999.9999999994
28123 500000.0000000001
28124 500000.0000000004
28125 499999.9999999999
28126 500000.0000000008
28127 499999.9999999998
28128 500000.0000000001
28129 500000.0000000002
28130 500000.0000000001
28131 499999.9999999998
28132 499999.9999999997
28133 500000.0000000002
28134 500000.0000000002
28135 499999.9999999998
28136 499999.9999999998
28137 500000.0000000003
28138 499999.9999999998
28139 500000.0000000003
28140 499999.9999999999
28141 499999.9999999998
28142 499999.9999999999
28143 499999.9999999997
28144 500000.0000000001
28145 500000
28146 499999.9999999996
28147 499999.9999999995
28148 499999.9999999999
28149 500000.0000000001
28150 500000
28151 500000.0000000002
28152 500000.0000000001
28153 500000
28154 500000.0000000001
28155 500000.0000000003
28156 500000.0000000002
28157 499999.9999999999
28158 500000
28159 500000.0000000006
28160 499999.9999999997
28161 499999.9999999998
28162 499999.9999999999
28163 499999.9999999996
28164 499999.9999999999
28165 500000.0000000001
28166 500000.0000000003
28167 500000.0000000002
28168 500000.0000000003
28169 499999.9999999997
28170 499999.9999999997
28171 500000.0000000002
28172 499999.9999999999
28173 500000.0000000003
28174 500000.0000000001
28175 500000.0000000001
28176 500000.0000000001
28177 500000.0000000001
28178 500000
28179 500000.0000000001
28180 500000.0000000003
28181 500000
28182 500000.0000000003
28183 500000.0000000002
28184 499999.9999999999
28185 499999.9999999999
28186 500000.0000000002
28187 499999.9999999999
28188 500000.0000000002
28189 499999.9999999999
28190 500000.0000000002
28191 499999.9999999999
28192 500000
28193 500000
28194 499999.9999999998
28195 499999.9999999996
28196 500000
28197 500000.0000000002
28198 499999.9999999999
28199 499999.9999999998
28200 499999.9999999999
28201 500000.0000000001
28202 500000.0000000005
28203 499999.9999999998
28204 500000.0000000002
28205 499999.9999999996
28206 500000
28207 500000.0000000001
28208 499999.9999999999
28209 499999.9999999999
28210 499999.9999999999
28211 500000.0000000004
28212 500000.0000000001
28213 500000.0000000002
28214 500000
28215 500000.0000000001
28216 499999.9999999999
28217 499999.9999999999
28218 500000.0000000002
28219 499999.9999999996
28220 499999.9999999999
28221 500000.0000000001
28222 500000.0000000003
28223 499999.9999999998
28224 499999.9999999999
28225 499999.9999999999
28226 500000
28227 499999.9999999995
28228 500000.0000000002
28229 500000.0000000002
28230 500000.0000000005
28231 500000.0000000002
28232 499999.9999999998
28233 499999.9999999999
28234 500000.0000000002
28235 500000.0000000001
28236 499999.9999999997
28237 500000.0000000001
28238 500000.0000000002
28239 499999.9999999999
28240 500000
28241 499999.9999999997
28242 500000.0000000001
28243 499999.9999999998
28244 500000.0000000002
28245 500000.0000000001
28246 500000
28247 499999.9999999999
28248 499999.9999999997
28249 500000.0000000003
28250 500000.0000000001
28251 499999.9999999999
28252 500000.0000000002
28253 500000.0000000003
28254 499999.9999999998
28255 500000.0000000002
28256 500000.0000000001
28257 500000
28258 499999.9999999996
28259 500000.0000000001
28260 499999.9999999998
28261 500000
28262 500000.0000000003
28263 500000.0000000002
28264 500000
28265 500000
28266 499999.9999999999
28267 499999.9999999995
28268 500000.0000000002
28269 500000
28270 499999.9999999999
28271 499999.9999999998
28272 500000.0000000001
28273 499999.9999999998
28274 500000.0000000002
28275 500000
28276 500000.0000000004
28277 499999.9999999997
28278 500000.0000000001
28279 500000.0000000001
28280 500000.0000000001
28281 500000.0000000001
28282 499999.9999999999
28283 500000.0000000001
28284 500000.0000000001
28285 500000.0000000001
28286 499999.9999999998
28287 500000.0000000002
28288 500000.0000000002
28289 500000.0000000001
28290 500000.0000000005
28291 499999.9999999999
28292 499999.9999999999
28293 500000.0000000001
28294 499999.9999999998
28295 499999.9999999997
28296 500000.0000000002
28297 500000.0000000002
28298 499999.9999999998
28299 500000.0000000002
28300 500000.0000000003
28301 499999.9999999997
28302 500000
28303 499999.9999999996
28304 499999.9999999999
28305 499999.9999999998
28306 499999.9999999999
28307 500000.0000000003
28308 500000
28309 500000.0000000002
28310 499999.9999999999
28311 500000.0000000003
28312 499999.9999999998
28313 500000.0000000003
28314 499999.9999999998
28315 500000.0000000005
28316 499999.9999999999
28317 500000.0000000002
28318 500000.0000000001
28319 500000
28320 499999.9999999996
28321 500000.0000000002
28322 500000.0000000001
28323 499999.9999999999
28324 500000.0000000002
28325 500000.0000000001
28326 500000.0000000002
28327 499999.9999999999
28328 499999.9999999999
28329 499999.9999999999
28330 500000.0000000003
28331 500000.0000000004
28332 499999.9999999998
28333 499999.9999999998
28334 500000.0000000002
28335 500000.0000000004
28336 500000.0000000003
28337 499999.9999999999
28338 499999.9999999998
28339 499999.9999999997
28340 499999.9999999995
28341 499999.9999999998
28342 499999.9999999999
28343 500000.0000000001
28344 500000
28345 499999.9999999999
28346 500000.0000000003
28347 499999.9999999999
28348 500000.0000000003
28349 500000.0000000003
28350 500000.0000000001
28351 499999.9999999998
28352 500000.0000000005
28353 500000.0000000002
28354 499999.9999999999
28355 499999.9999999999
28356 500000.0000000002
28357 499999.9999999999
28358 499999.9999999998
28359 499999.9999999995
28360 500000
28361 499999.9999999998
28362 499999.9999999999
28363 500000.0000000002
28364 499999.9999999999
28365 500000.0000000001
28366 500000
28367 500000.0000000001
28368 500000.0000000003
28369 500000
28370 500000
28371 500000.0000000001
28372 499999.9999999998
28373 500000.0000000003
28374 499999.9999999999
28375 500000.0000000001
28376 499999.9999999999
28377 500000.0000000002
28378 500000
28379 499999.9999999994
28380 500000.0000000002
28381 499999.9999999995
28382 500000.0000000003
28383 500000.0000000001
28384 499999.9999999998
28385 500000.0000000001
28386 500000.0000000002
28387 500000.0000000003
28388 499999.9999999998
28389 499999.9999999997
28390 500000.0000000005
28391 499999.9999999999
28392 500000.0000000001
28393 499999.9999999997
28394 500000.0000000001
28395 500000.0000000003
28396 500000
28397 499999.9999999999
28398 499999.9999999998
28399 499999.9999999997
28400 500000.0000000001
28401 500000.0000000002
28402 499999.9999999997
28403 500000.0000000003
28404 500000.0000000001
28405 499999.9999999999
28406 500000.0000000001
28407 500000.0000000001
28408 500000.0000000001
28409 500000.0000000002
28410 499999.9999999998
28411 499999.9999999998
28412 499999.9999999997
28413 499999.9999999999
28414 500000
28415 499999.9999999998
28416 499999.9999999998
28417 500000.0000000003
28418 499999.9999999997
28419 499999.9999999998
28420 500000.0000000002
28421 500000.0000000002
28422 499999.9999999998
28423 500000
28424 499999.9999999999
28425 499999.9999999997
28426 500000.0000000001
28427 500000.0000000001
28428 500000.0000000002
28429 500000.0000000003
28430 500000.0000000002
28431 500000
28432 499999.9999999999
28433 499999.9999999998
28434 500000.0000000002
28435 500000
28436 500000.0000000001
28437 500000.0000000002
28438 500000
28439 500000.0000000001
28440 499999.9999999997
28441 499999.9999999997
28442 500000.0000000002
28443 499999.9999999997
28444 500000.0000000002
28445 500000.0000000001
28446 499999.9999999998
28447 500000.0000000002
28448 500000.0000000001
28449 500000.0000000002
28450 499999.9999999996
28451 499999.9999999998
28452 499999.9999999997
28453 500000.0000000003
28454 499999.9999999997
28455 500000.0000000001
28456 499999.9999999998
28457 499999.9999999997
28458 499999.9999999998
28459 500000.0000000001
28460 500000
28461 499999.9999999998
28462 500000
28463 499999.9999999997
28464 499999.9999999998
28465 500000.0000000002
28466 499999.9999999999
28467 499999.9999999999
28468 500000.0000000001
28469 500000.0000000005
28470 500000
28471 500000
28472 499999.9999999997
28473 499999.9999999998
28474 500000.0000000003
28475 499999.9999999998
28476 500000.0000000001
28477 499999.9999999999
28478 500000.0000000001
28479 500000.0000000002
28480 500000.0000000003
28481 499999.9999999999
28482 499999.9999999998
28483 500000
28484 500000.0000000002
28485 499999.9999999999
28486 500000.0000000002
28487 500000.0000000001
28488 500000.0000000001
28489 500000
28490 499999.9999999999
28491 499999.9999999996
28492 499999.9999999999
28493 499999.9999999999
28494 499999.9999999998
28495 499999.9999999998
28496 499999.9999999998
28497 499999.9999999999
28498 500000.0000000004
28499 500000.0000000005
28500 500000.0000000002
