"report-file-1"
"Iteration" "mass-flow-rate_inlet"
("Iteration" "mass-flow-rate_inlet")
31956 4.239364543918698e-05
31957 4.239362642555025e-05
31958 4.239360741348121e-05
31959 4.239358840298024e-05
31960 4.239356939404506e-05
31961 4.239355038667565e-05
31962 4.239353138086989e-05
31963 4.239351237662796e-05
31964 4.239349337394842e-05
31965 4.239347437282859e-05
31966 4.23934553732694e-05
31967 4.239343637526784e-05
31968 4.239341737882417e-05
31969 4.239339838393866e-05
31970 4.239337939060862e-05
31971 4.239336039883392e-05
31972 4.239334140861375e-05
31973 4.239332241994705e-05
31974 4.239330343283079e-05
31975 4.239328444726442e-05
31976 4.239326546324639e-05
31977 4.239324648077583e-05
31978 4.239322749986209e-05
31979 4.239320852051237e-05
31980 4.239318954272744e-05
31981 4.23931705665085e-05
31982 4.239315159185483e-05
31983 4.239313261876861e-05
31984 4.239311364725174e-05
31985 4.239309467730452e-05
31986 4.239307570892841e-05
31987 4.239305674212655e-05
31988 4.239303777689817e-05
31989 4.239301881324478e-05
31990 4.239299985116789e-05
31991 4.239298089066793e-05
31992 4.239296193174445e-05
31993 4.239294297439807e-05
31994 4.239292401862906e-05
31995 4.239290506443815e-05
31996 4.239288611182463e-05
31997 4.239286716078852e-05
31998 4.239284821132957e-05
31999 4.239282926344881e-05
32000 4.239281031714534e-05
32001 4.23927913724187e-05
32002 4.239277242926881e-05
32003 4.239275348769534e-05
32004 4.239273454769793e-05
32005 4.23927156092749e-05
32006 4.239269667242704e-05
32007 4.239267773715242e-05
32008 4.239265880345052e-05
32009 4.239263987132109e-05
32010 4.239262094076156e-05
32011 4.23926020117722e-05
32012 4.239258308435129e-05
32013 4.239256415849784e-05
32014 4.239254523421057e-05
32015 4.239252631148912e-05
32016 4.239250739033089e-05
32017 4.239248847073568e-05
32018 4.239246955270317e-05
32019 4.239245063623002e-05
32020 4.239243172131616e-05
32021 4.239241280796064e-05
32022 4.239239389616104e-05
32023 4.239237498591709e-05
32024 4.239235607722595e-05
32025 4.239233717008789e-05
32026 4.239231826450071e-05
32027 4.23922993604636e-05
32028 4.239228045797624e-05
32029 4.239226155703679e-05
32030 4.239224265764563e-05
32031 4.239222375980234e-05
32032 4.23922048635063e-05
32033 4.23921859687582e-05
32034 4.23921670755567e-05
32035 4.239214818390407e-05
32036 4.239212929379884e-05
32037 4.239211040524272e-05
32038 4.239209151823524e-05
32039 4.239207263277743e-05
32040 4.239205374886985e-05
32041 4.239203486651238e-05
32042 4.239201598570589e-05
32043 4.239199710645094e-05
32044 4.239197822874675e-05
32045 4.23919593525955e-05
32046 4.2391940477996e-05
32047 4.239192160494992e-05
32048 4.239190273345616e-05
32049 4.239188386351522e-05
32050 4.239186499512777e-05
32051 4.239184612829279e-05
32052 4.239182726301111e-05
32053 4.239180839928274e-05
32054 4.239178953710732e-05
32055 4.239177067648433e-05
32056 4.239175181741399e-05
32057 4.239173295989421e-05
32058 4.239171410390344e-05
32059 4.239169524944488e-05
32060 4.239167639653107e-05
32061 4.239165754518023e-05
32062 4.239163869541142e-05
32063 4.239161984723887e-05
32064 4.239160100067324e-05
32065 4.239158215571875e-05
32066 4.239156331237494e-05
32067 4.239154447063794e-05
32068 4.239152563050081e-05
32069 4.239150679195533e-05
32070 4.239148795498895e-05
32071 4.239146911959219e-05
32072 4.239145028575817e-05
32073 4.239143145348257e-05
32074 4.239141262275588e-05
32075 4.239139379357486e-05
32076 4.239137496593486e-05
32077 4.239135613983131e-05
32078 4.239133731526258e-05
32079 4.239131849222607e-05
32080 4.239129967072065e-05
32081 4.239128085074597e-05
32082 4.239126203230171e-05
32083 4.239124321538793e-05
32084 4.239122440000517e-05
32085 4.239120558615349e-05
32086 4.239118677383429e-05
32087 4.239116796304853e-05
32088 4.239114915379619e-05
32089 4.239113034607892e-05
32090 4.239111153989664e-05
32091 4.239109273525044e-05
32092 4.2391073932141e-05
32093 4.239105513056637e-05
32094 4.239103633052537e-05
32095 4.239101753201673e-05
32096 4.239099873504088e-05
32097 4.239097993959742e-05
32098 4.239096114568774e-05
32099 4.239094235331384e-05
32100 4.239092356247787e-05
32101 4.239090477318205e-05
32102 4.239088598543053e-05
32103 4.239086719922455e-05
32104 4.239084841456775e-05
32105 4.239082963146146e-05
32106 4.239081084990839e-05
32107 4.239079206990893e-05
32108 4.239077329146472e-05
32109 4.239075451457715e-05
32110 4.239073573924639e-05
32111 4.239071696547214e-05
32112 4.239069819325739e-05
32113 4.239067942259904e-05
32114 4.239066065349591e-05
32115 4.239064188594374e-05
32116 4.239062311993808e-05
32117 4.239060435547443e-05
32118 4.239058559254844e-05
32119 4.239056683115616e-05
32120 4.239054807129402e-05
32121 4.239052931295963e-05
32122 4.23905105561532e-05
32123 4.239049180087536e-05
32124 4.239047304712766e-05
32125 4.239045429491307e-05
32126 4.239043554423588e-05
32127 4.239041679510066e-05
32128 4.239039804751097e-05
32129 4.23903793014721e-05
32130 4.239036055698822e-05
32131 4.239034181406388e-05
32132 4.239032307270197e-05
32133 4.239030433290539e-05
32134 4.239028559467727e-05
32135 4.239026685801882e-05
32136 4.239024812293175e-05
32137 4.239022938941638e-05
32138 4.239021065747275e-05
32139 4.239019192710144e-05
32140 4.23901731983014e-05
32141 4.239015447107182e-05
32142 4.239013574541186e-05
32143 4.239011702131935e-05
32144 4.239009829879384e-05
32145 4.239007957783248e-05
32146 4.239006085843435e-05
32147 4.239004214059726e-05
32148 4.239002342431583e-05
32149 4.239000470958989e-05
32150 4.23899859964176e-05
32151 4.23899672847983e-05
32152 4.23899485747298e-05
32153 4.238992986621088e-05
32154 4.238991115923996e-05
32155 4.238989245381463e-05
32156 4.238987374993177e-05
32157 4.238985504759117e-05
32158 4.238983634678897e-05
32159 4.238981764752342e-05
32160 4.2389798949793e-05
32161 4.238978025359422e-05
32162 4.238976155892668e-05
32163 4.238974286578863e-05
32164 4.238972417417836e-05
32165 4.238970548409444e-05
32166 4.238968679553801e-05
32167 4.238966810850688e-05
32168 4.238964942300199e-05
32169 4.238963073902336e-05
32170 4.238961205657176e-05
32171 4.23895933756463e-05
32172 4.238957469624878e-05
32173 4.238955601838054e-05
32174 4.238953734204063e-05
32175 4.238951866723141e-05
32176 4.238949999395305e-05
32177 4.238948132220593e-05
32178 4.23894626519919e-05
32179 4.238944398331039e-05
32180 4.238942531616221e-05
32181 4.238940665054903e-05
32182 4.238938798646955e-05
32183 4.238936932392506e-05
32184 4.238935066291624e-05
32185 4.238933200344301e-05
32186 4.238931334550525e-05
32187 4.238929468910276e-05
32188 4.238927603423633e-05
32189 4.238925738090562e-05
32190 4.238923872911002e-05
32191 4.238922007884933e-05
32192 4.238920143012403e-05
32193 4.238918278293238e-05
32194 4.238916413727517e-05
32195 4.238914549315107e-05
32196 4.238912685056035e-05
32197 4.238910820950221e-05
32198 4.238908956997559e-05
32199 4.238907093198239e-05
32200 4.238905229551857e-05
32201 4.238903366058673e-05
32202 4.238901502718435e-05
32203 4.238899639531173e-05
32204 4.238897776496901e-05
32205 4.238895913615464e-05
32206 4.238894050886892e-05
32207 4.23889218831103e-05
32208 4.238890325888032e-05
32209 4.238888463617652e-05
32210 4.238886601499931e-05
32211 4.238884739534857e-05
32212 4.238882877722219e-05
32213 4.238881016062054e-05
32214 4.238879154554282e-05
32215 4.238877293198808e-05
32216 4.238875431995501e-05
32217 4.23887357094441e-05
32218 4.238871710045477e-05
32219 4.238869849298654e-05
32220 4.238867988703874e-05
32221 4.238866128261135e-05
32222 4.238864267970435e-05
32223 4.238862407831784e-05
32224 4.238860547845171e-05
32225 4.238858688010519e-05
32226 4.238856828327934e-05
32227 4.2388549687974e-05
32228 4.238853109418809e-05
32229 4.238851250192323e-05
32230 4.238849391117851e-05
32231 4.238847532195524e-05
32232 4.238845673425189e-05
32233 4.238843814807013e-05
32234 4.238841956341008e-05
32235 4.238840098027173e-05
32236 4.238838239865556e-05
32237 4.238836381856195e-05
32238 4.238834523999215e-05
32239 4.238832666294458e-05
32240 4.238830808742227e-05
32241 4.238828951342369e-05
32242 4.238827094094989e-05
32243 4.238825237000182e-05
32244 4.238823380057965e-05
32245 4.23882152326836e-05
32246 4.238819666631311e-05
32247 4.238817810147015e-05
32248 4.238815953815401e-05
32249 4.23881409763649e-05
32250 4.238812241610364e-05
32251 4.238810385736898e-05
32252 4.238808530016246e-05
32253 4.238806674448218e-05
32254 4.238804819032939e-05
32255 4.238802963770288e-05
32256 4.238801108660307e-05
32257 4.238799253702886e-05
32258 4.238797398897943e-05
32259 4.238795544245457e-05
32260 4.238793689745418e-05
32261 4.238791835397645e-05
32262 4.238789981202101e-05
32263 4.23878812715879e-05
32264 4.238786273267568e-05
32265 4.238784419528417e-05
32266 4.238782565941218e-05
32267 4.238780712505979e-05
32268 4.238778859222583e-05
32269 4.238777006091009e-05
32270 4.238775153111279e-05
32271 4.238773300283312e-05
32272 4.238771447607023e-05
32273 4.23876959508246e-05
32274 4.238767742709622e-05
32275 4.238765890488454e-05
32276 4.238764038419034e-05
32277 4.238762186501211e-05
32278 4.238760334735112e-05
32279 4.23875848312076e-05
32280 4.238756631658025e-05
32281 4.238754780346952e-05
32282 4.238752929187662e-05
32283 4.238751078180014e-05
32284 4.238749227324153e-05
32285 4.238747376619981e-05
32286 4.238745526067542e-05
32287 4.238743675666811e-05
32288 4.238741825417761e-05
32289 4.238739975320481e-05
32290 4.238738125374857e-05
32291 4.238736275580884e-05
32292 4.238734425938527e-05
32293 4.238732576447836e-05
32294 4.238730727108723e-05
32295 4.238728877921139e-05
32296 4.238727028885107e-05
32297 4.238725180000542e-05
32298 4.238723331267528e-05
32299 4.238721482685896e-05
32300 4.238719634255774e-05
32301 4.238717785977045e-05
32302 4.238715937849717e-05
32303 4.238714089873794e-05
32304 4.2387122420492e-05
32305 4.238710394376078e-05
32306 4.238708546854213e-05
32307 4.238706699483829e-05
32308 4.238704852264717e-05
32309 4.238703005197133e-05
32310 4.238701158280753e-05
32311 4.23869931151579e-05
32312 4.238697464902224e-05
32313 4.238695618439981e-05
32314 4.238693772129265e-05
32315 4.238691925969839e-05
32316 4.238690079961729e-05
32317 4.238688234104665e-05
32318 4.238686388398582e-05
32319 4.2386845428435e-05
32320 4.238682697439386e-05
32321 4.238680852186363e-05
32322 4.238679007084466e-05
32323 4.238677162133745e-05
32324 4.23867531733422e-05
32325 4.238673472685933e-05
32326 4.238671628188902e-05
32327 4.238669783843118e-05
32328 4.238667939648669e-05
32329 4.238666095605441e-05
32330 4.238664251713984e-05
32331 4.238662407974345e-05
32332 4.238660564386157e-05
32333 4.238658720949263e-05
32334 4.238656877663341e-05
32335 4.238655034528052e-05
32336 4.238653191543207e-05
32337 4.238651348708583e-05
32338 4.238649506023994e-05
32339 4.238647663489472e-05
32340 4.238645821104834e-05
32341 4.238643978870289e-05
32342 4.238642136785627e-05
32343 4.238640294851096e-05
32344 4.23863845306668e-05
32345 4.238636611432439e-05
32346 4.238634769948478e-05
32347 4.238632928614945e-05
32348 4.238631087431706e-05
32349 4.238629246398962e-05
32350 4.238627405516869e-05
32351 4.238625564785287e-05
32352 4.238623724204376e-05
32353 4.238621883774163e-05
32354 4.23862004349471e-05
32355 4.238618203365965e-05
32356 4.23861636338809e-05
32357 4.238614523560963e-05
32358 4.238612683884666e-05
32359 4.238610844359225e-05
32360 4.238609004984627e-05
32361 4.238607165760881e-05
32362 4.238605326688018e-05
32363 4.238603487766041e-05
32364 4.23860164899507e-05
32365 4.238599810375014e-05
32366 4.238597971906019e-05
32367 4.238596133588073e-05
32368 4.238594295421315e-05
32369 4.23859245740569e-05
32370 4.23859061954128e-05
32371 4.238588781828189e-05
32372 4.238586944266441e-05
32373 4.238585106856031e-05
32374 4.238583269597113e-05
32375 4.238581432489581e-05
32376 4.238579595533568e-05
32377 4.238577758729093e-05
32378 4.238575922076114e-05
32379 4.238574085574752e-05
32380 4.238572249224908e-05
32381 4.238570413026643e-05
32382 4.238568576979946e-05
32383 4.238566741084897e-05
32384 4.238564905341435e-05
32385 4.238563069749536e-05
32386 4.238561234309269e-05
32387 4.238559399020536e-05
32388 4.238557563883373e-05
32389 4.238555728897766e-05
32390 4.238553894063558e-05
32391 4.238552059380885e-05
32392 4.238550224849607e-05
32393 4.238548390469742e-05
32394 4.238546556241197e-05
32395 4.238544722163933e-05
32396 4.238542888237888e-05
32397 4.238541054463007e-05
32398 4.238539220839266e-05
32399 4.238537387366705e-05
32400 4.238535554045148e-05
32401 4.238533720874698e-05
32402 4.238531887855236e-05
32403 4.238530054986776e-05
32404 4.238528222269353e-05
32405 4.23852638970287e-05
32406 4.238524557287427e-05
32407 4.238522725022974e-05
32408 4.238520892909442e-05
32409 4.238519060946898e-05
32410 4.23851722913524e-05
32411 4.238515397474463e-05
32412 4.238513565964575e-05
32413 4.238511734605505e-05
32414 4.238509903397124e-05
32415 4.238508072339499e-05
32416 4.238506241432538e-05
32417 4.238504410676125e-05
32418 4.238502580070269e-05
32419 4.238500749614952e-05
32420 4.238498919310055e-05
32421 4.238497089155633e-05
32422 4.238495259151592e-05
32423 4.238493429298006e-05
32424 4.238491599594747e-05
32425 4.238489770041869e-05
32426 4.238487940639363e-05
32427 4.238486111387344e-05
32428 4.238484282285656e-05
32429 4.238482453334422e-05
32430 4.238480624533629e-05
32431 4.23847879588331e-05
32432 4.238476967383396e-05
32433 4.238475139033962e-05
32434 4.238473310834904e-05
32435 4.238471482786324e-05
32436 4.23846965488801e-05
32437 4.238467827140073e-05
32438 4.238465999542349e-05
32439 4.238464172094925e-05
32440 4.238462344797655e-05
32441 4.238460517650515e-05
32442 4.238458690653363e-05
32443 4.238456863806286e-05
32444 4.238455037109126e-05
32445 4.238453210561874e-05
32446 4.238451384164431e-05
32447 4.238449557916763e-05
32448 4.238447731819064e-05
32449 4.238445905871765e-05
32450 4.238444080074692e-05
32451 4.238442254427373e-05
32452 4.238440428929251e-05
32453 4.238438603580028e-05
32454 4.238436778379281e-05
32455 4.238434953326877e-05
32456 4.238433128422663e-05
32457 4.238431303666697e-05
32458 4.238429479059063e-05
32459 4.238427654599968e-05
32460 4.23842583028957e-05
32461 4.238424006128228e-05
32462 4.2384221821161e-05
32463 4.238420358253409e-05
32464 4.238418534540379e-05
32465 4.238416710977258e-05
32466 4.238414887564151e-05
32467 4.238413064301202e-05
32468 4.238411241188488e-05
32469 4.238409418226128e-05
32470 4.238407595414109e-05
32471 4.238405772752453e-05
32472 4.238403950241223e-05
32473 4.238402127880315e-05
32474 4.238400305669745e-05
32475 4.238398483609454e-05
32476 4.238396661699401e-05
32477 4.23839483993948e-05
32478 4.238393018329731e-05
32479 4.238391196869845e-05
32480 4.238389375559965e-05
32481 4.238387554399858e-05
32482 4.238385733389464e-05
32483 4.238383912528707e-05
32484 4.238382091817455e-05
32485 4.238380271255583e-05
32486 4.238378450843017e-05
32487 4.238376630579673e-05
32488 4.238374810465299e-05
32489 4.238372990499913e-05
32490 4.238371170683278e-05
32491 4.238369351015299e-05
32492 4.238367531495756e-05
32493 4.238365712124553e-05
32494 4.238363892901499e-05
32495 4.238362073826429e-05
32496 4.238360254899206e-05
32497 4.238358436119767e-05
32498 4.238356617487947e-05
32499 4.238354799003888e-05
32500 4.238352980667407e-05
32501 4.238351162478725e-05
32502 4.238349344437767e-05
32503 4.238347526544745e-05
32504 4.238345708799758e-05
32505 4.238343891202999e-05
32506 4.238342073754461e-05
32507 4.238340256454385e-05
32508 4.238338439302827e-05
32509 4.23833662229993e-05
32510 4.238334805445858e-05
32511 4.238332988740588e-05
32512 4.238331172184231e-05
32513 4.238329355776788e-05
32514 4.238327539518333e-05
32515 4.238325723408844e-05
32516 4.238323907448378e-05
32517 4.238322091636978e-05
32518 4.238320275974671e-05
32519 4.23831846046149e-05
32520 4.238316645097469e-05
32521 4.23831482988261e-05
32522 4.23831301481699e-05
32523 4.238311199900595e-05
32524 4.238309385133494e-05
32525 4.238307570515566e-05
32526 4.238305756046911e-05
32527 4.238303941727506e-05
32528 4.2383021275573e-05
32529 4.238300313536305e-05
32530 4.238298499664432e-05
32531 4.238296685942096e-05
32532 4.238294872369372e-05
32533 4.238293058946125e-05
32534 4.238291245671534e-05
32535 4.238289432544976e-05
32536 4.238287619565604e-05
32537 4.238285806733058e-05
32538 4.238283994046849e-05
32539 4.238282181506948e-05
32540 4.238280369113274e-05
32541 4.238278556865944e-05
32542 4.238276744765447e-05
32543 4.238274932812253e-05
32544 4.238273121006919e-05
32545 4.238271309349831e-05
32546 4.238269497841279e-05
32547 4.238267686481516e-05
32548 4.238265875270676e-05
32549 4.23826406420883e-05
32550 4.238262253296087e-05
32551 4.238260442532346e-05
32552 4.238258631917646e-05
32553 4.238256821451937e-05
32554 4.238255011135167e-05
32555 4.238253200967309e-05
32556 4.238251390948174e-05
32557 4.238249581077758e-05
32558 4.238247771355901e-05
32559 4.238245961782614e-05
32560 4.238244152357695e-05
32561 4.238242343081099e-05
32562 4.238240533952699e-05
32563 4.238238724972433e-05
32564 4.238236916140272e-05
32565 4.238235107456092e-05
32566 4.238233298919757e-05
32567 4.238231490531286e-05
32568 4.238229682290649e-05
32569 4.238227874197686e-05
32570 4.238226066252439e-05
32571 4.238224258454767e-05
32572 4.238222450804691e-05
32573 4.238220643302121e-05
32574 4.238218835947108e-05
32575 4.23821702873948e-05
32576 4.238215221679309e-05
32577 4.238213414766502e-05
32578 4.23821160800109e-05
32579 4.238209801383015e-05
32580 4.238207994912265e-05
32581 4.238206188588775e-05
32582 4.238204382412615e-05
32583 4.238202576383688e-05
32584 4.238200770502032e-05
32585 4.238198964767697e-05
32586 4.23819715918054e-05
32587 4.238195353740598e-05
32588 4.238193548448001e-05
32589 4.238191743302634e-05
32590 4.238189938304544e-05
32591 4.238188133453447e-05
32592 4.238186328749307e-05
32593 4.238184524192262e-05
32594 4.238182719782471e-05
32595 4.238180915520002e-05
32596 4.238179111404742e-05
32597 4.238177307436719e-05
32598 4.238175503615918e-05
32599 4.2381736999423e-05
32600 4.238171896415667e-05
32601 4.238170093036058e-05
32602 4.238168289803211e-05
32603 4.238166486717145e-05
32604 4.238164683777757e-05
32605 4.238162880984882e-05
32606 4.238161078338494e-05
32607 4.238159275838469e-05
32608 4.238157473484802e-05
32609 4.238155671277531e-05
32610 4.238153869216524e-05
32611 4.238152067301862e-05
32612 4.238150265533533e-05
32613 4.238148463911701e-05
32614 4.238146662436267e-05
32615 4.238144861107423e-05
32616 4.238143059925128e-05
32617 4.238141258889579e-05
32618 4.238139458000804e-05
32619 4.238137657258935e-05
32620 4.238135856663966e-05
32621 4.238134056215985e-05
32622 4.23813225591512e-05
32623 4.238130455761432e-05
32624 4.238128655755011e-05
32625 4.238126855895742e-05
32626 4.238125056183899e-05
32627 4.238123256619341e-05
32628 4.238121457202171e-05
32629 4.238119657932413e-05
32630 4.238117858810013e-05
32631 4.238116059835209e-05
32632 4.238114261008765e-05
32633 4.238112462331617e-05
32634 4.238110663803985e-05
32635 4.238108865425999e-05
32636 4.238107067197408e-05
32637 4.238105269117863e-05
32638 4.238103471186893e-05
32639 4.238101673404038e-05
32640 4.238099875768949e-05
32641 4.238098078281156e-05
32642 4.238096280940521e-05
32643 4.238094483746633e-05
32644 4.238092686699467e-05
32645 4.238090889798952e-05
32646 4.238089093044931e-05
32647 4.238087296437473e-05
32648 4.238085499976517e-05
32649 4.238083703663376e-05
32650 4.238081907496853e-05
32651 4.238080111473394e-05
32652 4.23807831558904e-05
32653 4.238076519840641e-05
32654 4.238074724227385e-05
32655 4.23807292875082e-05
32656 4.238071133414825e-05
32657 4.238069338224121e-05
32658 4.238067543183889e-05
32659 4.238065748298381e-05
32660 4.238063953570519e-05
32661 4.238062159002003e-05
32662 4.23806036459293e-05
32663 4.238058570342626e-05
32664 4.238056776249497e-05
32665 4.238054982311926e-05
32666 4.238053188528185e-05
32667 4.238051394896553e-05
32668 4.238049601415825e-05
32669 4.238047808084812e-05
32670 4.238046014902653e-05
32671 4.238044221868759e-05
32672 4.238042428982622e-05
32673 4.238040636243851e-05
32674 4.238038843652321e-05
32675 4.238037051207751e-05
32676 4.238035258910001e-05
32677 4.238033466759007e-05
32678 4.238031674754562e-05
32679 4.238029882896734e-05
32680 4.238028091185361e-05
32681 4.238026299620422e-05
32682 4.238024508201784e-05
32683 4.238022716929464e-05
32684 4.238020925803448e-05
32685 4.23801913482366e-05
32686 4.23801734398998e-05
32687 4.238015553302492e-05
32688 4.238013762761149e-05
32689 4.238011972365865e-05
32690 4.238010182116662e-05
32691 4.238008392013533e-05
32692 4.238006602056511e-05
32693 4.238004812245505e-05
32694 4.238003022580637e-05
32695 4.238001233061843e-05
32696 4.237999443689146e-05
32697 4.237997654462713e-05
32698 4.237995865382419e-05
32699 4.237994076448355e-05
32700 4.237992287660556e-05
32701 4.237990499019019e-05
32702 4.237988710523744e-05
32703 4.237986922174791e-05
32704 4.237985133972074e-05
32705 4.237983345915492e-05
32706 4.237981558002673e-05
32707 4.237979770233905e-05
32708 4.23797798260975e-05
32709 4.237976195131649e-05
32710 4.237974407801011e-05
32711 4.237972620619335e-05
32712 4.23797083358788e-05
32713 4.237969046707545e-05
32714 4.237967259978957e-05
32715 4.237965473402432e-05
32716 4.237963686977912e-05
32717 4.237961900705229e-05
32718 4.237960114584021e-05
32719 4.237958328613762e-05
32720 4.237956542793857e-05
32721 4.237954757123764e-05
32722 4.237952971602724e-05
32723 4.237951186230198e-05
32724 4.237949401005572e-05
32725 4.237947615928209e-05
32726 4.237945830997616e-05
32727 4.237944046213298e-05
32728 4.23794226157479e-05
32729 4.237940477081816e-05
32730 4.237938692733901e-05
32731 4.237936908530885e-05
32732 4.237935124472494e-05
32733 4.237933340558585e-05
32734 4.23793155678892e-05
32735 4.23792977316342e-05
32736 4.237927989682039e-05
32737 4.237926206344641e-05
32738 4.237924423151114e-05
32739 4.237922640101416e-05
32740 4.23792085719562e-05
32741 4.237919074433572e-05
32742 4.237917291815363e-05
32743 4.237915509340963e-05
32744 4.237913727010459e-05
32745 4.237911944823718e-05
32746 4.237910162780917e-05
32747 4.237908380882083e-05
32748 4.237906599127164e-05
32749 4.237904817516408e-05
32750 4.237903036049706e-05
32751 4.237901254727216e-05
32752 4.237899473548951e-05
32753 4.237897692515046e-05
32754 4.237895911625475e-05
32755 4.237894130880344e-05
32756 4.237892350279703e-05
32757 4.237890569823566e-05
32758 4.237888789511949e-05
32759 4.23788700934502e-05
32760 4.237885229322596e-05
32761 4.237883449444901e-05
32762 4.237881669711869e-05
32763 4.237879890123535e-05
32764 4.2378781106799e-05
32765 4.237876331380922e-05
32766 4.237874552226707e-05
32767 4.237872773217143e-05
32768 4.237870994352237e-05
32769 4.237869215632068e-05
32770 4.237867437056432e-05
32771 4.237865658625464e-05
32772 4.237863880339157e-05
32773 4.237862102197336e-05
32774 4.237860324200027e-05
32775 4.237858546347113e-05
32776 4.237856768638471e-05
32777 4.237854991074141e-05
32778 4.237853213654143e-05
32779 4.237851436379043e-05
32780 4.237849659248918e-05
32781 4.237847882263745e-05
32782 4.237846105423436e-05
32783 4.237844328727959e-05
32784 4.237842552177057e-05
32785 4.23784077577081e-05
32786 4.237838999509108e-05
32787 4.237837223391815e-05
32788 4.237835447418882e-05
32789 4.237833671590283e-05
32790 4.237831895906046e-05
32791 4.237830120366004e-05
32792 4.23782834497031e-05
32793 4.237826569718906e-05
32794 4.237824794611684e-05
32795 4.237823019648825e-05
32796 4.237821244830307e-05
32797 4.237819470156095e-05
32798 4.237817695626282e-05
32799 4.237815921240915e-05
32800 4.237814146999994e-05
32801 4.237812372903528e-05
32802 4.237810598951994e-05
32803 4.237808825145204e-05
32804 4.237807051483249e-05
32805 4.237805277965854e-05
32806 4.237803504593279e-05
32807 4.237801731365319e-05
32808 4.237799958282061e-05
32809 4.237798185343304e-05
32810 4.237796412548787e-05
32811 4.237794639898582e-05
32812 4.237792867392712e-05
32813 4.237791095031287e-05
32814 4.237789322814377e-05
32815 4.237787550741923e-05
32816 4.237785778814077e-05
32817 4.237784007030923e-05
32818 4.237782235392387e-05
32819 4.237780463898601e-05
32820 4.237778692549499e-05
32821 4.237776921345186e-05
32822 4.237775150285548e-05
32823 4.237773379370764e-05
32824 4.237771608600742e-05
32825 4.237769837975399e-05
32826 4.237768067494861e-05
32827 4.237766297159075e-05
32828 4.237764526968002e-05
32829 4.237762756921721e-05
32830 4.237760987020062e-05
32831 4.237759217263145e-05
32832 4.237757447651e-05
32833 4.237755678183435e-05
32834 4.237753908860628e-05
32835 4.237752139682408e-05
32836 4.237750370648863e-05
32837 4.237748601759898e-05
32838 4.23774683301557e-05
32839 4.237745064415788e-05
32840 4.237743295960404e-05
32841 4.237741527649266e-05
32842 4.237739759482359e-05
32843 4.237737991459772e-05
32844 4.23773622358146e-05
32845 4.237734455847346e-05
32846 4.237732688257741e-05
32847 4.23773092081262e-05
32848 4.237729153512361e-05
32849 4.237727386356991e-05
32850 4.237725619346745e-05
32851 4.237723852481775e-05
32852 4.237722085762103e-05
32853 4.237720319187791e-05
32854 4.237718552757968e-05
32855 4.237716786473316e-05
32856 4.237715020334596e-05
32857 4.237713254341052e-05
32858 4.237711488491867e-05
32859 4.237709722786755e-05
32860 4.237707957225845e-05
32861 4.237706191809727e-05
32862 4.237704426538882e-05
32863 4.237702661413287e-05
32864 4.237700896432741e-05
32865 4.23769913159695e-05
32866 4.237697366905644e-05
32867 4.237695602358347e-05
32868 4.237693837955082e-05
32869 4.237692073695635e-05
32870 4.237690309579863e-05
32871 4.237688545607747e-05
32872 4.237686781779263e-05
32873 4.237685018094309e-05
32874 4.237683254552935e-05
32875 4.237681491154984e-05
32876 4.237679727900575e-05
32877 4.237677964789611e-05
32878 4.237676201822059e-05
32879 4.237674438997973e-05
32880 4.237672676317324e-05
32881 4.237670913779959e-05
32882 4.237669151385939e-05
32883 4.237667389135135e-05
32884 4.237665627027633e-05
32885 4.23766386506317e-05
32886 4.237662103241789e-05
32887 4.237660341563463e-05
32888 4.237658580028003e-05
32889 4.237656818635331e-05
32890 4.237655057385216e-05
32891 4.237653296277695e-05
32892 4.237651535312573e-05
32893 4.237649774490075e-05
32894 4.237648013810078e-05
32895 4.237646253272812e-05
32896 4.237644492878545e-05
32897 4.237642732627326e-05
32898 4.23764097251959e-05
32899 4.237639212555492e-05
32900 4.237637452735437e-05
32901 4.237635693059668e-05
32902 4.237633933528483e-05
32903 4.237632174142077e-05
32904 4.237630414900824e-05
32905 4.237628655804792e-05
32906 4.237626896854316e-05
32907 4.237625138049521e-05
32908 4.237623379390457e-05
32909 4.237621620877247e-05
32910 4.237619862510047e-05
32911 4.237618104288742e-05
32912 4.237616346213475e-05
32913 4.237614588283983e-05
32914 4.237612830500259e-05
32915 4.237611072862064e-05
32916 4.237609315369274e-05
32917 4.237607558021668e-05
32918 4.237605800819052e-05
32919 4.237604043761233e-05
32920 4.237602286848082e-05
32921 4.237600530079619e-05
32922 4.237598773455722e-05
32923 4.237597016976402e-05
32924 4.23759526064174e-05
32925 4.237593504451708e-05
32926 4.237591748406361e-05
32927 4.23758999250582e-05
32928 4.237588236750019e-05
32929 4.237586481139163e-05
32930 4.237584725673063e-05
32931 4.23758297035188e-05
32932 4.237581215175455e-05
32933 4.237579460143878e-05
32934 4.237577705257083e-05
32935 4.237575950515062e-05
32936 4.237574195917583e-05
32937 4.237572441464701e-05
32938 4.237570687156364e-05
32939 4.237568932992412e-05
32940 4.237567178972951e-05
32941 4.237565425097603e-05
32942 4.237563671366506e-05
32943 4.237561917779461e-05
32944 4.23756016433637e-05
32945 4.237558411037263e-05
32946 4.237556657881895e-05
32947 4.237554904870179e-05
32948 4.237553152002108e-05
32949 4.237551399277358e-05
32950 4.237549646696016e-05
32951 4.237547894257779e-05
